P62258	prediction-disorder-mobidb_lite	234..255	0.086	22	255
Q96QU6	prediction-disorder-mobidb_lite	480..501	0.044	22	501
Q4AC99	prediction-disorder-mobidb_lite	1..21	0.037	21	568
Q15172	prediction-disorder-mobidb_lite	1..52	0.107	52	486
Q15173	prediction-disorder-mobidb_lite	1..55,475..497	0.157	78	497
Q14738	prediction-disorder-mobidb_lite	1..96	0.159	96	602
Q16537	prediction-disorder-mobidb_lite	1..40	0.086	40	467
Q13362	prediction-disorder-mobidb_lite	476..509	0.065	34	524
Q9Y3L3	prediction-disorder-mobidb_lite	1..23,160..182,496..701	0.359	252	701
P78314	prediction-disorder-mobidb_lite	160..316,333..451	0.492	276	561
Q7L8J4	prediction-disorder-mobidb_lite	1..58,273..332,362..393	0.382	150	393
O60239	prediction-disorder-mobidb_lite	1..63,259..293,306..345,369..435	0.451	205	455
P29372	prediction-disorder-mobidb_lite	1..65	0.218	65	298
P11171	prediction-disorder-mobidb_lite	1..122,136..170,182..202,518..572,586..611	0.3	259	864
Q13541	prediction-disorder-mobidb_lite	1..20,25..48,64..118	0.839	99	118
O60516	prediction-disorder-mobidb_lite	81..100	0.2	20	100
Q9NRA8	prediction-disorder-mobidb_lite	1..24,208..230,664..693,707..803,922..953	0.209	206	985
P08195	prediction-disorder-mobidb_lite	15..39	0.04	25	630
P08908	prediction-disorder-mobidb_lite	1..23,235..262	0.121	51	422
P28222	prediction-disorder-mobidb_lite	259..281	0.059	23	390
P28221	prediction-disorder-mobidb_lite	1..23	0.061	23	377
P28223	prediction-disorder-mobidb_lite	450..471	0.047	22	471
P28335	prediction-disorder-mobidb_lite	274..301	0.061	28	458
P46098	prediction-disorder-mobidb_lite	389..408	0.042	20	478
Q8WXA8	prediction-disorder-mobidb_lite	380..405	0.058	26	447
Q70Z44	prediction-disorder-mobidb_lite	363..410	0.106	48	454
P50406	prediction-disorder-mobidb_lite	346..392	0.107	47	440
Q9BXI3	prediction-disorder-mobidb_lite	1..22	0.06	22	368
Q96P26	prediction-disorder-mobidb_lite	1..34,101..277	0.346	211	610
P49902	prediction-disorder-mobidb_lite	538..561	0.043	24	561
P05408	prediction-disorder-mobidb_lite	174..212	0.184	39	212
P0DKL9	prediction-disorder-mobidb_lite	1..21	0.138	21	152
Q8NAA4	prediction-disorder-mobidb_lite	57..78	0.036	22	619
P01009	prediction-disorder-mobidb_lite	28..47	0.048	20	418
Q5TYW2	prediction-disorder-mobidb_lite	301..343,355..402	0.111	91	823
Q5SQ80	prediction-disorder-mobidb_lite	301..343,355..402	0.111	91	823
Q5VUR7	prediction-disorder-mobidb_lite	301..343,355..402	0.111	91	823
Q4UJ75	prediction-disorder-mobidb_lite	301..343,356..405	0.113	93	823
P08697	prediction-disorder-mobidb_lite	55..76,437..491	0.157	77	491
A7E2S9	prediction-disorder-mobidb_lite	1..21,216..258	0.248	64	258
Q5T5F5	prediction-disorder-mobidb_lite	1..129	1	129	129
P05067	prediction-disorder-mobidb_lite	194..284	0.118	91	770
Q96GX2	prediction-disorder-mobidb_lite	77..97	0.216	21	97
P29274	prediction-disorder-mobidb_lite	391..412	0.053	22	412
Q9NS82	prediction-disorder-mobidb_lite	1..28,499..523	0.101	53	523
Q9NRG9	prediction-disorder-mobidb_lite	500..546	0.086	47	546
Q15758	prediction-disorder-mobidb_lite	511..541	0.057	31	541
Q8N5Z0	prediction-disorder-mobidb_lite	181..208	0.066	28	425
Q6PD74	prediction-disorder-mobidb_lite	197..234	0.121	38	315
Q2M2I8	prediction-disorder-mobidb_lite	1..26,327..493,562..632,664..701,836..860,921..945	0.366	352	961
O43741	prediction-disorder-mobidb_lite	1..52	0.191	52	272
P54619	prediction-disorder-mobidb_lite	1..26	0.079	26	331
Q9UGJ0	prediction-disorder-mobidb_lite	1..222	0.39	222	569
Q9Y478	prediction-disorder-mobidb_lite	1..44	0.163	44	270
Q9UGI9	prediction-disorder-mobidb_lite	1..113	0.231	113	489
Q13685	prediction-disorder-mobidb_lite	1..63	0.145	63	434
Q13131	prediction-disorder-mobidb_lite	485..536	0.093	52	559
P54646	prediction-disorder-mobidb_lite	477..521	0.082	45	552
P86434	prediction-disorder-mobidb_lite	1..23,91..110	0.27	43	159
Q9NY61	prediction-disorder-mobidb_lite	76..208,309..333	0.282	158	560
Q6PCB6	prediction-disorder-mobidb_lite	53..85	0.1	33	329
Q7Z5R6	prediction-disorder-mobidb_lite	122..155,448..666	0.38	253	666
O95477	prediction-disorder-mobidb_lite	1283..1312	0.013	30	2261
Q9BZC7	prediction-disorder-mobidb_lite	1223..1243,1325..1357,1586..1610	0.032	79	2435
P78363	prediction-disorder-mobidb_lite	891..911,1284..1345	0.037	83	2273
Q8WWZ7	prediction-disorder-mobidb_lite	1249..1268	0.012	20	1642
Q8IZY2	prediction-disorder-mobidb_lite	1048..1072,1185..1209,2104..2146	0.043	93	2146
Q8WWZ4	prediction-disorder-mobidb_lite	1153..1177	0.016	25	1543
Q4W5N1	prediction-disorder-mobidb_lite	1..34	0.218	34	156
Q86UK0	prediction-disorder-mobidb_lite	2571..2595	0.01	25	2595
Q2M3G0	prediction-disorder-mobidb_lite	1..24	0.019	24	1257
Q9NUT2	prediction-disorder-mobidb_lite	712..735	0.033	24	735
O95342	prediction-disorder-mobidb_lite	16..37	0.017	22	1321
Q09428	prediction-disorder-mobidb_lite	935..987	0.034	53	1581
O60706	prediction-disorder-mobidb_lite	944..967	0.015	24	1549
Q96J66	prediction-disorder-mobidb_lite	504..523	0.014	20	1382
Q8NE71	prediction-disorder-mobidb_lite	1..261,559..602	0.361	305	845
Q9UG63	prediction-disorder-mobidb_lite	1..51	0.082	51	623
Q9NUQ8	prediction-disorder-mobidb_lite	129..171	0.061	43	709
Q9H222	prediction-disorder-mobidb_lite	1..32	0.049	32	651
Q9H221	prediction-disorder-mobidb_lite	1..25	0.037	25	673
Q9Y235	prediction-disorder-mobidb_lite	1..24	0.107	24	224
Q6UXT9	prediction-disorder-mobidb_lite	33..61	0.062	29	468
Q96I13	prediction-disorder-mobidb_lite	49..70,124..156	0.125	55	439
Q8NFV4	prediction-disorder-mobidb_lite	28..49	0.07	22	315
Q8IZP0	prediction-disorder-mobidb_lite	159..290,306..375,388..421	0.465	236	508
Q9NYB9	prediction-disorder-mobidb_lite	167..431	0.517	265	513
Q9P2A4	prediction-disorder-mobidb_lite	161..195,215..302	0.336	123	366
P00519	prediction-disorder-mobidb_lite	518..996	0.424	479	1130
P42684	prediction-disorder-mobidb_lite	1..47,60..80,611..641,654..674,762..794,807..851,964..1024	0.219	259	1182
O14639	prediction-disorder-mobidb_lite	339..370,414..510,552..597	0.225	175	778
Q6H8Q1	prediction-disorder-mobidb_lite	269..295,336..527	0.358	219	611
O94929	prediction-disorder-mobidb_lite	372..472	0.148	101	683
Q8N0Z2	prediction-disorder-mobidb_lite	39..156,179..207	0.386	147	381
Q6UWZ7	prediction-disorder-mobidb_lite	362..409	0.117	48	409
Q15018	prediction-disorder-mobidb_lite	250..323,335..415	0.373	155	415
Q12979	prediction-disorder-mobidb_lite	26..84	0.069	59	859
Q9ULW3	prediction-disorder-mobidb_lite	1..38,198..272	0.415	113	272
O00763	prediction-disorder-mobidb_lite	35..155,174..193	0.057	141	2458
P49748	prediction-disorder-mobidb_lite	23..42	0.031	20	655
Q15027	prediction-disorder-mobidb_lite	525..581	0.077	57	740
Q15057	prediction-disorder-mobidb_lite	371..391,540..599	0.104	81	778
Q96P50	prediction-disorder-mobidb_lite	375..400,633..653	0.056	47	834
O00400	prediction-disorder-mobidb_lite	1..46	0.084	46	549
Q8NC06	prediction-disorder-mobidb_lite	151..175	0.093	25	268
Q5T8D3	prediction-disorder-mobidb_lite	181..225,376..442	0.21	112	534
Q9BR61	prediction-disorder-mobidb_lite	1..31	0.11	31	282
Q96GR2	prediction-disorder-mobidb_lite	1..30	0.041	30	724
Q96AP0	prediction-disorder-mobidb_lite	265..368,387..406	0.271	124	458
Q9BYF1	prediction-disorder-mobidb_lite	772..805	0.042	34	805
Q9GZZ6	prediction-disorder-mobidb_lite	355..380	0.058	26	450
Q15822	prediction-disorder-mobidb_lite	27..56	0.057	30	529
P43681	prediction-disorder-mobidb_lite	382..481,496..561	0.265	166	627
P30926	prediction-disorder-mobidb_lite	357..377	0.042	21	498
Q9UKV3	prediction-disorder-mobidb_lite	1..29,159..460,475..530,548..865,892..953,1098..1341	0.754	1011	1341
Q07912	prediction-disorder-mobidb_lite	90..114,497..535,659..702,718..840,917..957	0.262	272	1038
O00590	prediction-disorder-mobidb_lite	363..384	0.057	22	384
Q9Y615	prediction-disorder-mobidb_lite	1..64	0.147	64	435
Q9Y614	prediction-disorder-mobidb_lite	1..32	0.077	32	415
P53396	prediction-disorder-mobidb_lite	441..487	0.043	47	1101
P11229	prediction-disorder-mobidb_lite	225..256,274..297,310..351	0.213	98	460
P08172	prediction-disorder-mobidb_lite	218..355	0.296	138	466
P20309	prediction-disorder-mobidb_lite	323..357	0.059	35	590
P08173	prediction-disorder-mobidb_lite	271..333	0.132	63	479
P08912	prediction-disorder-mobidb_lite	262..294	0.062	33	532
Q99798	prediction-disorder-mobidb_lite	528..560	0.042	33	780
O14734	prediction-disorder-mobidb_lite	1..20	0.063	20	319
Q8NEB7	prediction-disorder-mobidb_lite	185..272	0.162	88	543
Q96QF7	prediction-disorder-mobidb_lite	25..488	0.671	464	691
P10323	prediction-disorder-mobidb_lite	297..316,327..383,397..421	0.242	102	421
Q9NUB1	prediction-disorder-mobidb_lite	17..46	0.044	30	689
Q9NR19	prediction-disorder-mobidb_lite	1..41	0.058	41	701
Q8TC94	prediction-disorder-mobidb_lite	1..34	0.082	34	416
O14672	prediction-disorder-mobidb_lite	704..748	0.06	45	748
O75078	prediction-disorder-mobidb_lite	40..78	0.051	39	769
O43184	prediction-disorder-mobidb_lite	822..862	0.045	41	909
Q13444	prediction-disorder-mobidb_lite	20..45,736..863	0.178	154	863
P78536	prediction-disorder-mobidb_lite	732..824	0.113	93	824
Q9H013	prediction-disorder-mobidb_lite	753..917	0.173	165	955
P35368	prediction-disorder-mobidb_lite	394..432,479..520	0.156	81	520
P25100	prediction-disorder-mobidb_lite	1..77,444..488	0.213	122	572
Q9P0K1	prediction-disorder-mobidb_lite	785..906	0.135	122	906
O75077	prediction-disorder-mobidb_lite	1..37	0.044	37	832
Q9UKQ2	prediction-disorder-mobidb_lite	690..775	0.111	86	775
Q9UKF5	prediction-disorder-mobidb_lite	706..820	0.14	115	820
P08913	prediction-disorder-mobidb_lite	242..368	0.273	127	465
P18089	prediction-disorder-mobidb_lite	204..229,241..329	0.256	115	450
P18825	prediction-disorder-mobidb_lite	246..347	0.221	102	462
Q8TC27	prediction-disorder-mobidb_lite	715..787	0.093	73	787
Q9UKF2	prediction-disorder-mobidb_lite	720..790	0.09	71	790
Q9BZ11	prediction-disorder-mobidb_lite	184..205,746..813	0.111	90	813
Q8NCV1	prediction-disorder-mobidb_lite	1..48	0.082	48	583
P78325	prediction-disorder-mobidb_lite	710..756,776..824	0.117	96	824
Q13443	prediction-disorder-mobidb_lite	734..763,780..819	0.085	70	819
O00116	prediction-disorder-mobidb_lite	1..41,63..86	0.099	65	658
Q9BUB4	prediction-disorder-mobidb_lite	174..194	0.042	21	502
Q96EY9	prediction-disorder-mobidb_lite	1..26	0.074	26	351
Q08828	prediction-disorder-mobidb_lite	1..28	0.025	28	1119
O60266	prediction-disorder-mobidb_lite	504..566	0.055	63	1144
O95622	prediction-disorder-mobidb_lite	1..195	0.155	195	1261
P51828	prediction-disorder-mobidb_lite	454..474,504..546	0.059	64	1080
P40145	prediction-disorder-mobidb_lite	50..92,1223..1251	0.058	72	1251
O60503	prediction-disorder-mobidb_lite	1..71,349..375,642..684,1292..1326	0.13	176	1353
P35611	prediction-disorder-mobidb_lite	1..21,421..486,576..737	0.338	249	737
P35612	prediction-disorder-mobidb_lite	1..25,525..726	0.313	227	726
Q9UEY8	prediction-disorder-mobidb_lite	1..20,471..497,535..554,575..610,666..706	0.204	144	706
O15204	prediction-disorder-mobidb_lite	173..200	0.06	28	470
Q8N7X0	prediction-disorder-mobidb_lite	1..45,347..387,540..566,1297..1355,1420..1522,1646..1667	0.178	297	1667
Q5T7M4	prediction-disorder-mobidb_lite	28..68,86..110	0.219	66	302
Q15848	prediction-disorder-mobidb_lite	40..101	0.254	62	244
Q9Y2D8	prediction-disorder-mobidb_lite	292..317	0.042	26	614
Q7Z4H4	prediction-disorder-mobidb_lite	25..57,70..101	0.439	65	148
P35318	prediction-disorder-mobidb_lite	60..87,133..185	0.438	81	185
Q6IQ32	prediction-disorder-mobidb_lite	274..329	0.05	56	1131
Q9H2P0	prediction-disorder-mobidb_lite	354..443,691..712,851..1030,1043..1102	0.319	352	1102
P08588	prediction-disorder-mobidb_lite	269..307,403..477	0.239	114	477
P07550	prediction-disorder-mobidb_lite	392..413	0.053	22	413
Q16186	prediction-disorder-mobidb_lite	194..259,379..407	0.233	95	407
P10109	prediction-disorder-mobidb_lite	35..57	0.125	23	184
Q6ZN18	prediction-disorder-mobidb_lite	1..229,352..394	0.526	272	517
Q8IUX7	prediction-disorder-mobidb_lite	40..387,1108..1141	0.33	382	1158
Q96SZ5	prediction-disorder-mobidb_lite	21..48,140..164	0.196	53	270
Q6UXC1	prediction-disorder-mobidb_lite	280..307,429..455	0.045	55	1216
Q8WTP8	prediction-disorder-mobidb_lite	85..105,281..325	0.203	66	325
P55197	prediction-disorder-mobidb_lite	206..260,291..505,583..612,660..708,800..866	0.39	416	1068
P55198	prediction-disorder-mobidb_lite	185..500,775..871,1060..1093	0.409	447	1093
Q8TED9	prediction-disorder-mobidb_lite	82..145,173..211,566..604,705..768	0.268	206	768
Q8N4X5	prediction-disorder-mobidb_lite	66..163,513..532,765..787	0.172	141	818
P42568	prediction-disorder-mobidb_lite	137..475	0.597	339	568
P55196	prediction-disorder-mobidb_lite	128..194,349..378,534..595,1107..1473,1501..1528,1569..1824	0.444	810	1824
Q8N556	prediction-disorder-mobidb_lite	47..91,119..140,252..292,512..537	0.184	134	730
P51825	prediction-disorder-mobidb_lite	1..45,73..314,366..957,1098..1119	0.745	901	1210
P51816	prediction-disorder-mobidb_lite	94..187,204..229,377..417,457..530,574..726,818..867,881..942	0.381	500	1311
P51826	prediction-disorder-mobidb_lite	24..65,116..164,197..299,323..496,523..728,783..856,879..964,1100..1138	0.631	773	1226
Q9UHB7	prediction-disorder-mobidb_lite	1..48,76..312,324..904,1034..1073	0.779	906	1163
Q8NB90	prediction-disorder-mobidb_lite	1..26	0.029	26	893
Q9Y4W6	prediction-disorder-mobidb_lite	76..126,759..797	0.113	90	797
Q6ULP2	prediction-disorder-mobidb_lite	1..36,197..216,374..409,589..637	0.151	141	936
C9J202	prediction-disorder-mobidb_lite	40..66	0.126	27	215
Q8TF27	prediction-disorder-mobidb_lite	232..270	0.071	39	550
Q9UPQ3	prediction-disorder-mobidb_lite	267..343,406..449,496..547	0.202	173	857
Q99490	prediction-disorder-mobidb_lite	24..377,582..619,634..673,769..854,1153..1192	0.468	558	1192
Q96P47	prediction-disorder-mobidb_lite	1..23,428..568,853..875	0.214	187	875
Q96P64	prediction-disorder-mobidb_lite	185..216,231..255,359..381,519..540	0.154	102	663
A6NIR3	prediction-disorder-mobidb_lite	205..242,256..278,382..404	0.122	84	686
Q5VUJ5	prediction-disorder-mobidb_lite	182..216,231..255	0.09	60	663
Q5VW22	prediction-disorder-mobidb_lite	185..216,231..255,359..381	0.121	80	663
Q5VTM2	prediction-disorder-mobidb_lite	249..287,299..323,427..449	0.124	87	703
P52594	prediction-disorder-mobidb_lite	145..193	0.087	49	562
O95081	prediction-disorder-mobidb_lite	150..220,271..309,431..481	0.335	161	481
Q8N302	prediction-disorder-mobidb_lite	1..22,259..307,321..384,586..620,655..714	0.322	230	714
Q9H0P7	prediction-disorder-mobidb_lite	51..74	0.121	24	198
Q53H12	prediction-disorder-mobidb_lite	249..271	0.055	23	422
Q9UKV8	prediction-disorder-mobidb_lite	1..27	0.031	27	859
Q9HCK5	prediction-disorder-mobidb_lite	825..846	0.026	22	861
Q86SQ6	prediction-disorder-mobidb_lite	210..242,438..473,521..560	0.195	109	560
Q96PE1	prediction-disorder-mobidb_lite	565..591,958..991,1088..1126,1150..1196,1218..1309	0.179	239	1338
Q8IWK6	prediction-disorder-mobidb_lite	1073..1094,1198..1219,1231..1265,1294..1321	0.081	107	1321
O14514	prediction-disorder-mobidb_lite	146..167,313..335,1385..1475,1501..1548	0.116	184	1584
O60241	prediction-disorder-mobidb_lite	229..271,767..806,1359..1385,1423..1454,1498..1585	0.145	230	1585
Q6QNK2	prediction-disorder-mobidb_lite	854..874	0.024	21	874
Q7Z7M1	prediction-disorder-mobidb_lite	18..38	0.022	21	963
Q14246	prediction-disorder-mobidb_lite	862..886	0.028	25	886
Q9BY15	prediction-disorder-mobidb_lite	621..652	0.049	32	652
Q8IZF3	prediction-disorder-mobidb_lite	674..695	0.032	22	695
Q9Y653	prediction-disorder-mobidb_lite	670..693	0.035	24	693
Q8IZF2	prediction-disorder-mobidb_lite	1327..1346	0.015	20	1346
Q8IZP9	prediction-disorder-mobidb_lite	301..366,918..939	0.087	88	1017
Q86SQ4	prediction-disorder-mobidb_lite	1156..1176	0.017	21	1221
Q8IZF6	prediction-disorder-mobidb_lite	946..965,1146..1172,1274..1348,2109..2141,3051..3080	0.06	185	3080
O00468	prediction-disorder-mobidb_lite	995..1096,1277..1334	0.077	160	2068
O94910	prediction-disorder-mobidb_lite	400..434,1248..1273,1294..1328,1360..1429,1451..1474	0.129	190	1474
O95490	prediction-disorder-mobidb_lite	422..456,1358..1400	0.053	78	1459
Q9HAR2	prediction-disorder-mobidb_lite	426..473,1123..1147,1423..1447	0.068	98	1447
Q8WXG9	prediction-disorder-mobidb_lite	6216..6248	0.005	33	6306
P30556	prediction-disorder-mobidb_lite	335..359	0.07	25	359
Q5TGY3	prediction-disorder-mobidb_lite	19..108,150..236,264..285,394..467,581..607,717..792,806..827,1159..1198,1253..1286,1503..1533	0.314	503	1603
Q8N157	prediction-disorder-mobidb_lite	56..186,215..242,254..327,1115..1196	0.263	315	1196
Q09666	prediction-disorder-mobidb_lite	314..347,545..564,969..993,1414..1438,1741..1766,2409..2439,2542..2567,2610..2633,2667..2696,2853..2882,2921..2951,3122..3145,3702..3730,3763..3799,4093..4117,4147..4169,4416..4448,4488..4508,4550..4581,4611..4631,4746..4768,4880..4904,5716..5890	0.131	770	5890
Q8IVF2	prediction-disorder-mobidb_lite	12..88,197..412,427..454,466..647,930..956,3071..3101,3235..3259,4815..4848,4933..4958,4993..5167,5324..5361,5537..5574,5596..5639,5659..5757,5769..5795	0.184	1067	5795
A9YTQ3	prediction-disorder-mobidb_lite	1..40,366..434,448..483	0.207	145	701
P35869	prediction-disorder-mobidb_lite	1..39,824..848	0.075	64	848
Q96BJ3	prediction-disorder-mobidb_lite	128..153	0.085	26	306
Q9BQI0	prediction-disorder-mobidb_lite	129..150	0.147	22	150
P55008	prediction-disorder-mobidb_lite	128..147	0.136	20	147
O95831	prediction-disorder-mobidb_lite	100..127,513..554	0.114	70	613
Q96NN9	prediction-disorder-mobidb_lite	22..45	0.04	24	605
Q12904	prediction-disorder-mobidb_lite	107..147	0.131	41	312
Q16352	prediction-disorder-mobidb_lite	441..466	0.052	26	499
Q9NZN9	prediction-disorder-mobidb_lite	328..384	0.148	57	384
O43918	prediction-disorder-mobidb_lite	101..178,234..290,348..382,489..508	0.349	190	545
Q9UKB5	prediction-disorder-mobidb_lite	88..197,239..268,311..330	0.389	160	411
C9J069	prediction-disorder-mobidb_lite	21..49,61..136,220..242,264..294,412..443,539..574,614..660,855..888	0.316	308	976
Q96IF1	prediction-disorder-mobidb_lite	1..172,291..315	0.366	197	538
Q02040	prediction-disorder-mobidb_lite	279..337,482..695	0.393	273	695
O43572	prediction-disorder-mobidb_lite	1..55,261..282,524..548	0.154	102	662
O43687	prediction-disorder-mobidb_lite	72..104	0.317	33	104
Q86UN6	prediction-disorder-mobidb_lite	1..29	0.147	29	197
Q9UKA4	prediction-disorder-mobidb_lite	407..443,843..864,971..993,1131..1153,1708..1805	0.107	203	1901
Q9P0M2	prediction-disorder-mobidb_lite	1..25,316..348	0.167	58	348
P0CW23	prediction-disorder-mobidb_lite	37..69	0.478	33	69
Q02952	prediction-disorder-mobidb_lite	1..53,71..169,189..400,421..886,938..1089,1105..1135,1157..1274,1305..1355,1584..1782	0.775	1381	1782
Q92667	prediction-disorder-mobidb_lite	95..128,175..210,225..260,274..340,513..544	0.227	205	903
Q9Y2D5	prediction-disorder-mobidb_lite	73..165,252..313,335..431,514..563,586..676,731..804	0.544	467	859
O75969	prediction-disorder-mobidb_lite	188..240	0.062	53	853
Q5JQC9	prediction-disorder-mobidb_lite	184..207,287..323	0.071	61	854
P24588	prediction-disorder-mobidb_lite	1..122,171..205,239..269,281..333	0.564	241	427
O43823	prediction-disorder-mobidb_lite	168..203,231..254,269..382,545..571,591..692	0.438	303	692
Q13023	prediction-disorder-mobidb_lite	1..24,301..369,493..532,566..614,691..757,1250..1272,1821..1842,1894..1925,1963..1983,2198..2319	0.202	469	2319
Q99996	prediction-disorder-mobidb_lite	1..57,1682..1713,3377..3405	0.03	118	3907
Q9NQ31	prediction-disorder-mobidb_lite	58..80,136..162	0.238	50	210
Q9P2G1	prediction-disorder-mobidb_lite	281..321,776..821,889..912,927..964,1026..1089	0.196	213	1089
Q9H9L7	prediction-disorder-mobidb_lite	17..71,104..127	0.411	79	192
Q5T1N1	prediction-disorder-mobidb_lite	159..248,303..325,510..545,575..596	0.205	171	836
Q7Z591	prediction-disorder-mobidb_lite	1..394,507..562,659..682,775..942,978..1005,1095..1165,1180..1211,1252..1329	0.591	851	1439
Q9ULX6	prediction-disorder-mobidb_lite	264..381,545..646	0.341	220	646
Q12802	prediction-disorder-mobidb_lite	304..400,415..439,539..585,632..653,690..726,804..856,939..965,1431..1455,1467..1542,1601..1638,1755..1793,2466..2502,2665..2813	0.239	672	2813
P31749	prediction-disorder-mobidb_lite	113..138,450..480	0.119	57	480
Q9Y243	prediction-disorder-mobidb_lite	458..479	0.046	22	479
Q9H8T0	prediction-disorder-mobidb_lite	1..63	0.216	63	292
Q96B36	prediction-disorder-mobidb_lite	69..189,197..216,237..256	0.629	161	256
Q8N8R7	prediction-disorder-mobidb_lite	160..182	0.088	23	260
P47895	prediction-disorder-mobidb_lite	1..22	0.043	22	512
Q8TD30	prediction-disorder-mobidb_lite	1..25	0.048	25	523
P84996	prediction-disorder-mobidb_lite	1..29,173..223,236..473,556..612	0.599	375	626
Q9NP73	prediction-disorder-mobidb_lite	641..660,911..974	0.074	84	1137
Q9BT22	prediction-disorder-mobidb_lite	243..262	0.043	20	464
Q9H6U8	prediction-disorder-mobidb_lite	1..23	0.038	23	611
Q6NS38	prediction-disorder-mobidb_lite	1..57	0.218	57	261
Q96Q83	prediction-disorder-mobidb_lite	21..45	0.087	25	286
Q6P6C2	prediction-disorder-mobidb_lite	1..26,48..83,299..394	0.401	158	394
Q3KRA9	prediction-disorder-mobidb_lite	138..161	0.101	24	238
Q96BT7	prediction-disorder-mobidb_lite	515..575	0.092	61	664
Q6UXT8	prediction-disorder-mobidb_lite	24..63	0.31	40	129
Q9UM73	prediction-disorder-mobidb_lite	650..674,1408..1463,1514..1540	0.067	108	1620
Q8TCU4	prediction-disorder-mobidb_lite	1..69,464..483,558..579,606..625,699..718,735..769,841..865,946..969,983..1007,1027..1055,1221..1241,1786..1806,2454..2477,2600..2621,2753..2828,2892..2912,3283..3310,3389..3426,3564..3594,3643..3704	0.152	633	4168
Q96QP1	prediction-disorder-mobidb_lite	650..675,701..737,757..798,824..848	0.105	130	1244
Q86TB3	prediction-disorder-mobidb_lite	109..206,241..264,287..306,455..475,520..634,703..732,924..974,1124..1190,1297..1323,1339..1378,1414..1442,1499..1538,1591..1613,1679..1722,1759..1784,2136..2170	0.318	690	2170
Q96L96	prediction-disorder-mobidb_lite	65..85,110..235,413..446,509..951,994..1047,1121..1155,1284..1347,1375..1450,1830..1907	0.488	931	1907
P55789	prediction-disorder-mobidb_lite	1..65	0.317	65	205
Q96Q42	prediction-disorder-mobidb_lite	432..480	0.03	49	1657
O95076	prediction-disorder-mobidb_lite	1..104	0.303	104	343
Q9H161	prediction-disorder-mobidb_lite	75..145,184..219	0.26	107	411
Q9NP70	prediction-disorder-mobidb_lite	165..211,307..338,353..383	0.246	110	447
Q99217	prediction-disorder-mobidb_lite	95..191	0.508	97	191
P19021	prediction-disorder-mobidb_lite	937..973	0.038	37	973
Q99218	prediction-disorder-mobidb_lite	118..180	0.306	63	206
Q5JTC6	prediction-disorder-mobidb_lite	1..115,156..308,339..406,447..484,736..764,921..948,1007..1135	0.493	560	1135
Q8N7J2	prediction-disorder-mobidb_lite	1..24,76..358,391..414,444..598	0.724	486	671
Q8N944	prediction-disorder-mobidb_lite	1..77,179..206,261..289,351..415,514..558,576..644,716..742,786..822	0.438	377	861
Q6DCA0	prediction-disorder-mobidb_lite	26..95	0.226	70	310
Q9UKV5	prediction-disorder-mobidb_lite	39..67,504..579,596..624	0.208	134	643
Q86WK6	prediction-disorder-mobidb_lite	405..493	0.181	89	493
Q86SJ2	prediction-disorder-mobidb_lite	501..522	0.042	22	522
Q86WK7	prediction-disorder-mobidb_lite	422..448	0.054	27	504
Q9Y4X0	prediction-disorder-mobidb_lite	1..39,101..120	0.177	59	333
Q8IY63	prediction-disorder-mobidb_lite	197..246,274..322,382..405,411..430,773..823,841..880,894..944	0.298	285	956
Q9Y2J4	prediction-disorder-mobidb_lite	41..215,263..308,522..543,679..753	0.408	318	779
Q4VCS5	prediction-disorder-mobidb_lite	24..86,142..162,185..205,224..268,300..424,837..876,995..1041	0.334	362	1084
Q01433	prediction-disorder-mobidb_lite	78..103	0.03	26	879
Q01432	prediction-disorder-mobidb_lite	89..111,181..205	0.063	48	767
